web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587879708-39132,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"Everything is perfect. The food is outstanding in its quality, originality, amazing combination of flavors, beautiful presentation and real food. Herbs are grown in their own garden in an Manhattan basement. Service is unbelievable, pricey, but a must go.",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39131,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"I celebrated my birthday Atera and was truly blown away by the food, the service, the vibe, the decor...everything. This was truly fun and inventive cuisine that doesn’t take itself too seriously. This is not a white tablecloth experience, and I mean that in the very best ways possible. The service was spectacular - unobtrusive yet still anticipating your needs. The servers are playful and smile, and you can tell everyone is happy to be there. Many of the courses are plated tableside, which adds a great dimension to the experience!
So, why did I dock it a fifth star? While almost all of the dishes were sensational (truly), the two meat courses - well, one poultry and one meat - were a) insufficient and b) the two least exciting courses of the night. The chicken course had good flavor and some fun nuance, but at the end of the day is still chicken; the veal course fell quite flat. It needed salt for sure, but it just lacked the wow factor. In a 15 course tasting menu, I could forgive 1 or 2 courses not be great, but these were the only non-fish/veg courses, so that made it super disappointing. Also, weirdly enough, they have no full bodied white wines by the glass, which is a huge miss and quite puzzling to me. 
I honestly give this place 4.5/5 instead of 4, but since Trip Advisor doesn’t allow half stars, I round down. 
It wasn’t perfect but was damn close, and I would RUN to go back again. I enjoyed the experience far more than the other Michelin-starred NYC tasting menus I’ve done!",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39130,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,Delicious little dishes carefully prepared and plated in front of you as you sit around a horseshoe counter with a few others. I thought the desserts were rather uninspiring which is rather sad as it is your last bite...was able to experience some flavors I had never experienced before.,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39128,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"For special occasion, including treating yourself, Atera offers extreme attention to each ingredient, its preparation, how it is presented (plating supreme) and staff interaction with you. They have obviously tasted everything before you have as all is delicious. We have low-carb no sugar restrictions and they figured out last moment changes just for us, you matter at Atera. We try to go every season and if you can, do so. A lot of the dishes were enhanced by white truffle this time and we happen to love it. The charming Rachael is irresistible. Everyone is extremely attentive. A special place (reserve early only 12 seats at this chef counter experience).",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39118,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Exceptional gustatory experience,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39121,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Amazing on almost all dimensions!,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39124,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"Atera is indeed a Michelin grade restaurant, no doubt about that. But the atmosphere left a lot to be desired. With the exception of the younger gentleman mostly in charge of the alcohol, the male crew exudes a level of PTSD that is beyond my comprehension. The chef seems to be going through some sort of intense existentialist trouble; he looked tense and all the cooks around him seemed afraid of doing a 'faux pas' or of not meeting his level of perfection. Something is not right with him. Don't get me wrong. The food was exquisite; the procession of amuse-bouches will leave an impression in your palate. But the atmosphere destroys what should be a memorable and delightful experience. We are not in a military academy, we are not in a cathedral, we are in a restaurant, trying to relax, attempting to take a break from our daily routine of struggles and ongoing challenges. Please do not put your guests through a stressful atmosphere; you will not lose or get a Michelin star by being uptight and communicating distress. SMILE. It is simple, easy and free; it will take you a long way to be charming with your customers. That is indeed what Atera needs from its chef and the males under his direction: CHARM. I will salute the exceptional service of the female servers, a true group of ladies of caliber who deserve recognition and promotion. They have a lot to teach to their male counterparts. The opening Lime cocktail, the oyster, the dumpling and the passionfruit mochi were the winners of the night. The restaurant's attitude was the loser.",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39133,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,A truly exceptional meal. Each dish was a work of art. Unfortunately as soon as I placed my phone on the counter it was placed in a leather sleeve which I understood to mean no pictures. It was fascinating to see each dish assembled and...More,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39115,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Deserves 3 michelin stars,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39126,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"Creativity at its peak summarizes chef Ronny Emborg’s 17 seater dining experience. Every dish is packed with intense flavour. Service was seamlessly perfect, friendly and efficient. Decor and ambiance was warm and elegant. This was the best dinner experience I had in New York.",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39122,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,One of the best culinary experiences ever,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879787-39151,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"I dine at Robuchon globally in Paris as frequently as NY; it is consistent flawless delicious and priceless; The service makes you feel at home the generosity and constant attention is beyond expectations 
I would not miss dining there whenever I am in NY 
Do not miss on the mini burger, or the scallops carpaccio or the spaghetti with truffles or caviar or the langoustine.. 
all cooked with love and simplicity with no pepper or salt that would hide the taste of the ingredients",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39141,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,The Best Restaurant in the World,,Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39134,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Excellent,,Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39152,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"I’m bubbling over with excitement over the dinner we had at L’Atelier. 
Phenomenal experience from start to finish. 
Service was fantastic and they remembered that this is a special occasion dinner and treated us to some extras. 
We had $165 tasting menu (included caviar and lobster dishes). They matched wines perfectly to the meal. Presentation itself is absolutely picture perfect with whimsical twist. (“carrot cake“ looking like cartoon carrot)
This place is up to standard of L’Atelier chain.",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39143,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,An Amazing Experience!,,Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39149,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"Long ago we dined at the first L'Atelier de Joel Robuchon in NYC. It was a fun experience, but the current instantiation, open less than two years now, is much improved, and certainly worthy of its two Michelin stars. The wine list is generally pricey, but we were able to fund two wines, a white and a red, that were very impressive and not too expensive. Service was excellent. Overall, a wonderful experience.",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39146,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"The tasting menu is outstanding, the staff are thoughtful and helpful. The bar seating, which is for everyone coming as a pair, is an itnersting concept, but not really the same as sitting at your own table. But, it's an interesting concept, and nearly three hours flew by and were absolutely delicious. But, if you're thinking of an intimate table, forget it.",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39154,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"The tasting menu is outstanding, the staff are thoughtful and helpful. The bar seating, which is for everyone coming as a pair, is an itnersting concept, but not really the same as sitting at your own table. But, it's an interesting concept, and nearly three...More",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39150,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"My advice? Book a table at l’Atelier Robuchon today before they get their third Michelin star.... while the price for the tasting menu is high like you would expect in such a restaurant, Chef Christophe loves to let incredible products speak for themselves. I always love tasting menu because it forces you to try things you would not necessarily order a la Carte. For example, I probably would not have ordered the Curry Eggplants and they were really amazing. While we all mourn the death of Chef Joel Robuchon Chef Christophe is making him proud for sure!
One thing, no matter what you order, you gotta have the Purée! It is out of this world
Oh and the wine pairing is particularly well done? Highly recommended if you can spend the extra money",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39136,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,An interesting place and menu.,,Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39153,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"Thanks to generous friends, we dined at L’Atelier last night. Six of us had the 9 course tasting menu. Each was beautifully presented and very, very delicious. I can’t do the food justice in my descriptions. Just do it!",Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
1587879787-39137,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d13005816-Reviews-L_Atelier_de_Joel_Robuchon-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Worthy of 2 Michelin Stars,,Certificate of Excellence2019 Winner,58,9,7,1,0,98 reviews,L'Atelier de Joël Robuchon
